rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,sleeper,rtsports,avg,sleeper_id
304,Scotty Miller,18714,scott-miller,CHI,10,WR,95,&nbsp;,&nbsp;,271.0,6290
305,Martavis Bryant,12136,martavis-bryant,,,WR,96,272,&nbsp;,272.0,1916
306,Cam Newton,9869,cam-newton,,,QB,36,&nbsp;,&nbsp;,273.0,954
307,Drew Anderson,18900,drew-anderson,,,QB,37,273,&nbsp;,273.0,6371
308,Denzel Mims,19344,denzel-mims,DAL,7,WR,97,&nbsp;,&nbsp;,274.0,6849
309,Cole McDonald,19500,cole-mcdonald,,,QB,38,274,&nbsp;,274.0,6954
310,Willie Snead IV,12904,willie-snead,,,WR,98,275,&nbsp;,275.0,1911
311,Dee Eskridge,22785,dwayne-eskridge,,,WR,99,&nbsp;,&nbsp;,275.0,7612
312,Darrin Hall,18628,darrin-hall,,,RB,91,276,&nbsp;,276.0,6448
313,Dalton Schultz,17349,dalton-schultz,HOU,10,TE,42,&nbsp;,&nbsp;,277.0,5001
314,DeAndre Thompkins,18477,deandre-thompkins,,,WR,100,277,&nbsp;,277.0,6540
315,Phillip Andersen,18642,phillip-andersen,,,K,20,278,&nbsp;,278.0,5838
316,Eno Benjamin,19361,eno-benjamin,,,RB,92,&nbsp;,&nbsp;,278.0,6951
317,Isaiah Crowell,12116,isaiah-crowell,,,RB,93,279,&nbsp;,279.0,1901
318,Jeff Wilson Jr.,18026,jeffery-wilson,,,RB,94,&nbsp;,&nbsp;,279.0,5284
319,Jeremy Kerley,9986,jeremy-kerley,,,WR,101,280,&nbsp;,280.0,817
320,Austin MacGinnis,19775,austin-macginnis,,,K,21,&nbsp;,&nbsp;,280.0,7095
321,Broc Rutter,19967,broc-rutter,,,QB,39,281,&nbsp;,281.0,7418
322,DeSean Jackson,9186,desean-jackson,,,WR,102,&nbsp;,&nbsp;,282.0,147
323,Royce Freeman,17245,royce-freeman,,,RB,95,&nbsp;,&nbsp;,284.0,5046
324,Dallas Cowboys,8080,,,7,DST,24,&nbsp;,&nbsp;,286.0,
325,Keke Coutee,17490,keke-coutee,,,WR,103,&nbsp;,&nbsp;,288.0,5007
326,Jared Goff,15501,jared-goff,DET,9,QB,40,&nbsp;,&nbsp;,289.0,3163
327,Mo Alie-Cox,16579,mo-alie-cox,IND,14,TE,43,&nbsp;,&nbsp;,290.0,4054
328,Teddy Bridgewater,12088,teddy-bridgewater,DET,9,QB,41,&nbsp;,&nbsp;,291.0,2152
329,Olamide Zaccheaus,18864,olamide-zaccheaus,ATL,6,WR,104,&nbsp;,&nbsp;,292.0,6271
330,Jalen Richard,16120,jalen-richard,,,RB,96,&nbsp;,&nbsp;,294.0,3868
331,Hunter Renfrow,18345,hunter-renfrow,,,WR,105,&nbsp;,&nbsp;,296.0,5955
332,Larry Rountree III,19537,larry-rountree,,,RB,97,&nbsp;,&nbsp;,298.0,7574
333,Jimmy Garoppolo,12208,jimmy-garoppolo,LAR,11,QB,42,&nbsp;,&nbsp;,300.0,1837
334,Samaje Perine,16423,samaje-perine,CIN,10,RB,98,&nbsp;,&nbsp;,302.0,4147
335,Travis Fulgham,18470,travis-fulgham,,,WR,106,&nbsp;,&nbsp;,303.0,6059
336,Ke'Shawn Vaughn,19351,keshawn-vaughn,,,RB,99,&nbsp;,&nbsp;,305.0,6885
337,Mike Boone,17813,mike-boone,,,RB,100,&nbsp;,&nbsp;,306.0,5209
338,David Moore,16757,david-moore,CAR,13,WR,107,&nbsp;,&nbsp;,307.0,4274
339,Quintez Cephus,19396,quintez-cephus,,,WR,108,&nbsp;,&nbsp;,308.0,6895
340,Kerryon Johnson,17247,kerryon-johnson,,,RB,101,&nbsp;,&nbsp;,309.0,5068
341,Philadelphia Eagles,8230,,,14,DST,25,&nbsp;,&nbsp;,311.0,
342,D'Onta Foreman,16407,donta-foreman,,,RB,102,&nbsp;,&nbsp;,312.0,4111
343,Chris Boswell,13029,chris-boswell,PIT,7,K,22,&nbsp;,&nbsp;,313.0,1945
344,New York Giants,8200,,,10,DST,26,&nbsp;,&nbsp;,314.0,
345,Josh Reynolds,16439,josh-reynolds,,,WR,109,&nbsp;,&nbsp;,315.0,4171
346,Tim Patrick,16556,tim-patrick,NYJ,6,WR,110,&nbsp;,&nbsp;,316.0,4351
347,Graham Gano,9232,graham-gano,,,K,23,&nbsp;,&nbsp;,317.0,503
348,Kalen Ballage,17250,kalen-ballage,,,RB,103,&nbsp;,&nbsp;,318.0,4994
349,Cairo Santos,13731,cairo-santos,CHI,10,K,24,&nbsp;,&nbsp;,319.0,2020
350,Cody Parkey,13806,cody-parkey,,,K,25,&nbsp;,&nbsp;,320.0,1974
351,Deonte Harty,18876,deonte-harty,,,WR,111,&nbsp;,&nbsp;,321.0,6234
352,Anthony Miller,17255,anthony-miller,,,WR,112,&nbsp;,&nbsp;,322.0,5013
353,Rashard Higgins,15586,rashard-higgins,,,WR,113,&nbsp;,&nbsp;,323.0,3328
354,Matt Breida,17058,matt-breida,,,RB,104,&nbsp;,&nbsp;,324.0,4455
355,Ameer Abdullah,13924,ameer-abdullah,JAC,7,RB,105,&nbsp;,&nbsp;,325.0,2359
356,New York Jets,8210,,,6,DST,27,&nbsp;,&nbsp;,326.0,
357,KJ Hamler,19267,kj-hamler,,,WR,114,&nbsp;,&nbsp;,327.0,6805
358,C.J. Uzomah,14084,cj-uzomah,,,TE,44,&nbsp;,&nbsp;,328.0,2460
359,Nick Folk,9491,nick-folk,ATL,6,K,26,&nbsp;,&nbsp;,329.0,650
360,Zach Pascal,16972,zach-pascal,,,WR,115,&nbsp;,&nbsp;,330.0,4319
361,Marquise Goodwin,11599,marquise-goodwin,,,WR,116,&nbsp;,&nbsp;,331.0,1346
362,Jake Elliott,16540,jake-elliott,PHI,14,K,27,&nbsp;,&nbsp;,332.0,4195
363,Ka'imi Fairbairn,15756,kaimi-fairbairn,HOU,10,K,28,&nbsp;,&nbsp;,333.0,3451
364,Jonathan Williams,15611,jonathan-williams,,,RB,106,&nbsp;,&nbsp;,334.0,3312
365,Jacksonville Jaguars,8140,,,7,DST,28,&nbsp;,&nbsp;,335.0,
366,Devin Funchess,13915,devin-funchess,,,WR,117,&nbsp;,&nbsp;,336.0,2346
367,Josh Lambo,14327,josh-lambo,,,K,29,&nbsp;,&nbsp;,337.0,2671
368,Michael Badgley,17693,michael-badgley,,,K,30,&nbsp;,&nbsp;,338.0,5230
369,Atlanta Falcons,8010,,,6,DST,29,&nbsp;,&nbsp;,339.0,
370,Amari Rodgers,20132,amari-rodgers,,,WR,118,&nbsp;,&nbsp;,340.0,7540
371,Joey Slye,19028,joey-slye,TEN,13,K,31,&nbsp;,&nbsp;,341.0,6528
372,Stephen Anderson,15760,stephen-anderson,,,TE,45,&nbsp;,&nbsp;,342.0,3496
373,David Njoku,16399,david-njoku,LAC,7,TE,46,&nbsp;,&nbsp;,343.0,4033
374,Ito Smith,17249,ito-smith,,,RB,107,&nbsp;,&nbsp;,344.0,5004
375,Dyami Brown,20113,dyami-brown,WAS,9,WR,119,&nbsp;,&nbsp;,345.0,7587
376,Albert Wilson,12338,albert-wilson,,,WR,120,&nbsp;,&nbsp;,346.0,2025
377,Chase McLaughlin,19058,chase-mclaughlin,TB,9,K,32,&nbsp;,&nbsp;,347.0,6650
378,Donald Parham Jr.,18835,donald-parham,,,TE,47,&nbsp;,&nbsp;,348.0,6074
379,Dustin Hopkins,11818,dustin-hopkins,,,K,33,&nbsp;,&nbsp;,349.0,1348
380,Kendrick Bourne,17066,kendrick-bourne,ARI,12,WR,121,&nbsp;,&nbsp;,350.0,4454
381,Marcus Mariota,13890,marcus-mariota,WAS,9,QB,43,&nbsp;,&nbsp;,351.0,2307
382,Antonio Gandy-Golden,19338,antonio-gandy-golden,,,WR,122,&nbsp;,&nbsp;,352.0,6906
383,Van Jefferson,19483,van-jefferson,WAS,9,WR,123,&nbsp;,&nbsp;,353.0,6853
384,Detroit Lions,8100,,,9,DST,30,&nbsp;,&nbsp;,354.0,
385,Keelan Cole Sr.,16864,keelan-cole,,,WR,124,&nbsp;,&nbsp;,355.0,4622
386,Tutu Atwell,20126,tutu-atwell,MIA,14,WR,125,&nbsp;,&nbsp;,356.0,7562
387,James Washington,17254,james-washington,,,WR,126,&nbsp;,&nbsp;,357.0,5024
388,N'Keal Harry,18222,nkeal-harry,,,WR,127,&nbsp;,&nbsp;,358.0,5878
389,Tucker McCann,19765,tucker-mccann,,,K,34,&nbsp;,&nbsp;,359.0,7446
390,Randy Bullock,11339,randy-bullock,,,K,35,&nbsp;,&nbsp;,360.0,1099
391,Cam Sims,18016,cam-sims,,,WR,128,&nbsp;,&nbsp;,361.0,5432
392,Jalen Guyton,18941,jalen-guyton,,,WR,129,&nbsp;,&nbsp;,362.0,6421
393,Chris Conley,14151,chris-conley,,,WR,130,&nbsp;,&nbsp;,363.0,2381
394,Shi Smith,20127,shi-smith,,,WR,131,&nbsp;,&nbsp;,364.0,7603
395,Preston Williams,18612,preston-williams,,,WR,132,&nbsp;,&nbsp;,365.0,6148
396,Damiere Byrd,14222,damiere-byrd,,,WR,133,&nbsp;,&nbsp;,367.0,2673
397,Trent Sherfield Sr.,17888,trent-sherfield,BUF,7,WR,134,&nbsp;,&nbsp;,368.0,5154
398,Michael Strachan,23395,mike-strachan,,,WR,135,&nbsp;,&nbsp;,369.0,7944
399,Matt Jones,13947,matt-jones-rb,,,RB,108,&nbsp;,&nbsp;,370.0,2400
400,Matt Ammendola,19766,matt-ammendola,,,K,36,&nbsp;,&nbsp;,371.0,7617
401,Jalen Hurd,18318,jalen-hurd,,,WR,136,&nbsp;,&nbsp;,372.0,5911
402,Ryan Santoso,17792,ryan-santoso,,,K,37,&nbsp;,&nbsp;,373.0,5692
403,Aldrick Rosas,16072,aldrick-rosas,,,K,38,&nbsp;,&nbsp;,374.0,3827
404,Devin Smith,13974,devin-smith-wr,,,WR,137,&nbsp;,&nbsp;,375.0,2342
405,Jordan Love,19246,jordan-love,GB,13,QB,44,&nbsp;,&nbsp;,376.0,6804
406,Greg Joseph,17647,greg-joseph,,,K,39,&nbsp;,&nbsp;,377.0,5272
407,Cincinnati Bengals,8060,,,10,DST,31,&nbsp;,&nbsp;,378.0,
408,Dezmon Patmon,19736,dezmon-patmon,,,WR,138,&nbsp;,&nbsp;,379.0,6985
409,Khalil Herbert,22763,khalil-herbert,,,RB,109,&nbsp;,&nbsp;,380.0,7608
410,Rodney Adams,16494,rodney-adams,,,WR,139,&nbsp;,&nbsp;,381.0,4208
411,Jesper Horsted,18482,jesper-horsted,,,TE,48,&nbsp;,&nbsp;,382.0,6075
412,Peyton Barber,15920,peyton-barber,,,RB,110,&nbsp;,&nbsp;,383.0,3594
413,Eddy Pineiro,17575,eddy-pineiro,SF,6,K,40,&nbsp;,&nbsp;,384.0,5189
414,Demetric Felton Jr.,20105,demetric-felton,,,RB,111,&nbsp;,&nbsp;,385.0,7609
415,Cornell Powell,22811,cornell-powell,,,WR,140,&nbsp;,&nbsp;,386.0,7541
416,Cam Akers,19268,cam-akers,,,RB,112,&nbsp;,&nbsp;,388.0,6938
