rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,avg,sleeper_id
354,Nick Chubb,17246,nick-chubb,,,RB,95,355.0,4988
355,Joe Royer,27312,joe-royer,CLE,11,TE,62,356.0,13435
356,Jack Endries,27501,jack-endries,CIN,6,TE,63,357.0,13282
357,Elijah Higgins,23119,elijah-higgins,ARI,14,TE,64,358.0,10231
358,Rasheen Ali,25983,rasheen-ali,BAL,13,RB,96,359.0,11570
359,Daniel Bellinger,24238,daniel-bellinger,TEN,9,TE,65,360.0,8225
360,Xavier Hutchinson,25332,xavier-hutchinson,HOU,8,WR,153,361.0,10218
361,Noah Fant,17527,noah-fant,NO,8,TE,66,362.0,5857
362,Will Shipley,22930,will-shipley,PHI,10,RB,97,363.0,11577
363,Trevor Etienne,25393,trevor-etienne,CAR,5,RB,98,364.0,12531
364,Gardner Minshew II,18562,gardner-minshew,ARI,14,QB,47,365.0,6011
365,Sam Roush,28161,sam-roush,CHI,10,TE,67,366.0,13322
366,Jackson Hawes,27469,jackson-hawes,BUF,7,TE,68,367.0,12658
367,Mitchell Evans,27138,mitchell-evans,CAR,5,TE,69,368.0,12473
368,Ben Sinnott,26310,ben-sinnott,WAS,7,TE,70,369.0,11596
369,Josh Oliver,18487,josh-oliver,MIN,6,TE,71,370.0,5973
370,Jawhar Jordan,26329,jawhar-jordan,HOU,8,RB,99,371.0,11588
371,Will Howard,25972,will-howard,PIT,9,QB,48,372.0,12511
372,Tai Felton,27182,tai-felton,MIN,6,WR,154,373.0,12496
373,Brevyn Spann-Ford,26003,brevyn-spann-ford,DAL,14,TE,72,374.0,11593
374,Marquez Valdes-Scantling,17528,marquez-valdesscantling,DAL,14,WR,155,375.0,5086
375,Adam Trautman,19423,adam-trautman,DEN,10,TE,73,376.0,6869
376,Xavier Smith,25627,xavier-smith,LAR,11,WR,156,377.0,11168
377,Isaac Guerendo,26392,isaac-guerendo,SF,8,RB,100,378.0,11651
378,Jam Miller,27326,jam-miller,NE,11,RB,101,379.0,13403
379,Brashard Smith,27259,brashard-smith,KC,5,RB,102,380.0,12455
380,Jalen Milroe,22884,jalen-milroe,SEA,11,QB,49,381.0,12510
381,Marcus Mariota,13890,marcus-mariota,WAS,7,QB,50,382.0,2307
382,Tyson Bagent,25321,tyson-bagent,CHI,10,QB,51,383.0,11256
383,Tanner McKee,24740,tanner-mckee,PHI,10,QB,52,384.0,9230
384,Joe Milton III,25967,joe-milton,DAL,14,QB,53,385.0,11557
385,Zavier Scott,25748,zavier-scott,MIN,6,RB,103,386.0,11299
386,Jarquez Hunter,24335,jarquez-hunter,LAR,11,RB,104,387.0,11569
387,Riley Nowakowski,28437,riley-nowakowski,PIT,9,TE,74,388.0,13433
388,Kendre Miller,24360,kendre-miller,NO,8,RB,105,389.0,9757
389,Jake Bobo,25339,jake-bobo,SEA,11,WR,157,390.0,10867
390,Jacob Cowing,25289,jacob-cowing,SF,8,WR,158,391.0,11616
391,Hakeem Butler,18229,hakeem-butler,DEN,10,WR,159,392.0,5886
392,Riley Leonard,25373,riley-leonard,IND,13,QB,54,393.0,12470
393,Darren Waller,14104,darren-waller,,,TE,75,394.0,2505
394,John Ross,16388,john-ross,,,WR,160,395.0,4038
395,Caleb Lohner,27550,caleb-lohner,DEN,10,TE,76,396.0,12735
396,Bauer Sharp,28165,bauer-sharp,TB,10,TE,77,397.0,13308
397,Elijah Moore,20114,elijah-moore,PHI,10,WR,161,398.0,7596
398,Robert Henry Jr.,28404,robert-henry-jr,WAS,7,RB,106,399.0,13418
399,Ja'Lynn Polk,26205,jalynn-polk,NO,8,WR,162,400.0,11619
400,Mitch Tinsley,24370,mitchell-tinsley,CIN,6,WR,163,401.0,11068
401,Kareem Hunt,16425,kareem-hunt,,,RB,107,402.0,4098
402,Anthony Smith,28500,anthony-smith,DAL,14,WR,164,403.0,13582
403,Isaiah Neyor,26021,isaiah-neyor,GB,11,WR,165,404.0,13074
404,Jalin Hyatt,25251,jalin-hyatt,NYG,8,WR,166,405.0,9497
