rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,avg,sleeper_id
354,Isaac Guerendo,26392,isaac-guerendo,SF,8,RB,99,352.0,11651
355,Brashard Smith,27259,brashard-smith,KC,5,RB,100,353.0,12455
356,Jalen Milroe,22884,jalen-milroe,SEA,11,QB,47,354.0,12510
357,Marcus Mariota,13890,marcus-mariota,WAS,7,QB,48,355.0,2307
358,Tanner McKee,24740,tanner-mckee,PHI,10,QB,49,356.0,9230
359,Damien Martinez,25976,damien-martinez,GB,11,RB,101,357.0,12462
360,Cedric Tillman,25287,cedric-tillman,CLE,11,WR,150,358.0,10444
361,Isaiah Neyor,26021,isaiah-neyor,GB,11,WR,151,360.0,13074
362,Jonnu Smith,16460,jonnu-smith,,,TE,61,361.0,4144
363,Jack Endries,27501,jack-endries,CIN,6,TE,62,362.0,13282
364,CJ Daniels,28125,cj-daniels,LAR,11,WR,152,363.0,13270
365,Xavier Hutchinson,25332,xavier-hutchinson,HOU,8,WR,153,364.0,10218
366,J'Mari Taylor,28109,jmari-taylor,JAC,7,RB,102,365.0,13348
367,Isaiah Williams,26379,isaiah-williams-wr,NYJ,13,WR,154,366.0,11608
368,Michael Trigg,23167,michael-trigg,DAL,14,TE,63,367.0,13401
369,Sam Roush,28161,sam-roush,CHI,10,TE,64,368.0,13322
370,Austin Hooper,15581,austin-hooper,ATL,11,TE,65,369.0,3202
371,Josh Oliver,18487,josh-oliver,MIN,6,TE,66,370.0,5973
372,Will Howard,25972,will-howard,PIT,9,QB,50,371.0,12511
373,Tai Felton,27182,tai-felton,MIN,6,WR,155,372.0,12496
374,Tyrell Shavers,25813,tyrell-shavers,BUF,7,WR,156,373.0,11377
375,Marquez Valdes-Scantling,17528,marquez-valdesscantling,DAL,14,WR,157,374.0,5086
376,John Michael Gyllenborg,28158,john-michael-gyllenborg,KC,5,TE,67,375.0,13342
377,Josh Cuevas,28155,josh-cuevas,BAL,13,TE,68,376.0,13273
378,Brock Wright,23341,brock-wright,DET,6,TE,69,377.0,7891
379,Jahdae Walker,27810,jahdae-walker,CHI,10,WR,158,378.0,13079
380,Xavier Smith,25627,xavier-smith,LAR,11,WR,159,379.0,11168
381,Ty Simpson,25368,ty-simpson,LAR,11,QB,51,380.0,13275
382,Davis Mills,22799,davis-mills,HOU,8,QB,52,381.0,7585
383,Foster Moreau,18397,foster-moreau,HOU,8,TE,70,382.0,5985
384,Reggie Virgil,28141,reggie-virgil,ARI,14,WR,160,383.0,13297
385,Jake Bobo,25339,jake-bobo,SEA,11,WR,161,384.0,10867
386,Skyy Moore,23905,skyy-moore,GB,11,WR,162,385.0,8168
387,Tyler Conklin,17598,tyler-conklin,DET,6,TE,71,386.0,5133
388,Jacob Cowing,25289,jacob-cowing,SF,8,WR,163,387.0,11616
389,Ja'Lynn Polk,26205,jalynn-polk,NO,8,WR,164,388.0,11619
390,Mitch Tinsley,24370,mitchell-tinsley,CIN,6,WR,165,389.0,11068
391,Elijah Moore,20114,elijah-moore,PHI,10,WR,166,390.0,7596
392,Zach Ertz,11689,zach-ertz,,,TE,72,391.0,1339
393,Nick Chubb,17246,nick-chubb,,,RB,103,392.0,4988
394,Tyler Scott,25442,tyler-scott-wr,LAR,11,WR,167,393.0,9490
395,Robert Henry Jr.,28404,robert-henry-jr,WAS,7,RB,104,394.0,13418
396,Jeff Caldwell,28425,jeff-caldwell,KC,5,WR,168,395.0,13392
397,Hakeem Butler,18229,hakeem-butler,DEN,10,WR,169,396.0,5886
