rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,espn,sleeper,cbs,nfl,rtsports,fantrax,avg,sleeper_id
206,Malcolm Mitchell,15656,malcolm-mitchell,,,WR,70,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,168,201.0,3273
207,C.J. Fiedorowicz,12146,cj-fiedorowicz,,,TE,24,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,251,203.7,1951
208,David Njoku,16399,david-njoku,LAC,9,TE,25,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,169,204.0,4033
209,Brandon LaFell,9699,brandon-lafell,,,WR,71,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,160,204.7,613
210,Allen Hurns,12996,allen-hurns,,,WR,72,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,161,205.7,1984
211,Devin Funchess,13915,devin-funchess,,,WR,73,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,215,207.0,2346
212,Julian Edelman,9332,julian-edelman,,,WR,74,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,370,212.0,344
213,Jonathan Williams,15611,jonathan-williams,,,RB,65,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,171.5,3312
214,Spencer Ware,11638,spencer-ware,,,RB,66,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,372,217.0,1601
215,Jalen Richard,16120,jalen-richard,,,RB,67,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,165,210.3,3868
216,Deshaun Watson,16398,deshaun-watson,CLE,9,QB,24,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,174,210.7,4017
217,Joe Williams,16451,joe-williams,,,RB,68,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,144,174.5,4042
218,Robert Woods,11610,robert-woods,,,WR,75,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,205,211.0,1352
219,Chris Carson,16754,chris-carson,,,RB,69,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,207,211.7,4273
220,Cincinnati Bengals,8060,,,6,DST,16,184,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,213.7,
221,T.J. Yeldon,13941,tj-yeldon,,,RB,70,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,171,214.7,2341
222,Cameron Meredith,14352,cameron-meredith,,,WR,76,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,371,224.5,2699
223,Los Angeles Chargers,8250,,,9,DST,17,175,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,216.3,
224,Blair Walsh,11349,blair-walsh,,,K,12,180,&nbsp;,&nbsp;,&nbsp;,&nbsp;,247,216.3,1214
225,De'Angelo Henderson Sr.,16607,deangelo-henderson,,,RB,71,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,179,218.0,4239
226,ArDarius Stewart,16428,ardarius-stewart,,,WR,77,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,158,218.3,4119
227,Chris Boswell,13029,chris-boswell,PIT,9,K,13,189,&nbsp;,&nbsp;,&nbsp;,&nbsp;,239,218.3,1945
228,Mike Williams,16377,mike-williams-wr,,,WR,78,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,191,218.7,
229,Devontae Booker,15555,devontae-booker,,,RB,72,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,188,225.3,3209
230,Tavon Austin,11625,tavon-austin,,,WR,79,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,184,225.7,1567
231,Graham Gano,9232,graham-gano,,,K,14,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,199,197.0,503
232,Jesse James,13959,jesse-james,,,TE,26,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,175,197.5,2463
233,Tarik Cohen,16450,tarik-cohen,,,RB,73,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,204,226.3,4157
234,William Fuller V,15629,will-fuller,,,WR,80,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,200,226.7,3157
235,Matt Breida,17058,matt-breida,,,RB,74,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,234,228.7,4455
236,Jaron Brown,11898,jaron-brown,,,WR,81,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,233,229.7,1684
237,Branden Oliver,13103,branden-oliver,,,RB,75,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,186,230.3,2050
238,Curtis Samuel,16434,curtis-samuel,,,WR,82,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,192,230.3,4082
239,Charles Clay,10003,charles-clay,,,TE,27,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,297,234.7,801
240,Austin Seferian-Jenkins,12145,austin-seferian-jenkins,,,TE,28,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,222,230.7,2222
241,Paul Richardson Jr.,12129,paul-richardson,,,WR,83,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,262,230.7,2279
242,Chris Conley,14151,chris-conley,,,WR,84,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,194,231.0,2381
243,Stephen Hauschka,9581,steven-hauschka,,,K,15,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,249,207.0,775
244,Kenyan Drake,15637,kenyan-drake,,,RB,76,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,173,207.0,3242
245,Alex Smith,9012,alex-smith,,,QB,25,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,257,234.0,268
246,Kyle Juszczyk,11798,kyle-juszczyk,SF,11,RB,77,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,227,234.0,
247,Caleb Sturgis,11815,caleb-sturgis,,,K,16,194,&nbsp;,&nbsp;,&nbsp;,&nbsp;,253,236.0,1358
248,Zach Zenner,14185,zach-zenner,,,RB,78,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,177,214.5,2560
249,Dwayne Allen,11219,dwayne-allen,,,TE,29,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,240,239.0,1105
250,Brandon McManus,13274,brandon-mcmanus,,,K,17,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,241,217.5,1433
251,Chris Ivory,9749,christopher-ivory,,,RB,79,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,189,218.5,717
252,Jimmy Garoppolo,12208,jimmy-garoppolo,LAR,8,QB,26,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,178,219.0,1837
253,Kerwynn Williams,11652,kerwynn-williams,,,RB,80,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,203,222.5,1441
254,Robert Turbin,11191,robert-turbin,,,RB,81,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,290,245.3,1232
255,Vance McDonald,11699,vance-mcdonald,,,TE,30,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,324,258.3,1587
256,Nelson Agholor,13969,nelson-agholor,,,WR,85,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,277,245.3,2325
257,Blake Bortles,12090,blake-bortles,,,QB,27,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,300,251.7,1979
258,Chris Godwin Jr.,16406,chris-godwin,TB,1,WR,86,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,210,229.0,4037
259,Mitchell Trubisky,16381,mitch-trubisky,TEN,8,QB,28,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,197,230.0,3976
260,Harrison Butker,16712,harrison-butker,KC,10,K,18,179,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,179.0,4227
261,Dede Westbrook,16436,dede-westbrook,,,WR,87,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,216,232.5,4146
262,Tyler Higbee,15623,tyler-higbee,LAR,8,TE,31,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,209,233.0,3271
263,Brian Hoyer,9078,brian-hoyer,,,QB,29,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,310,258.7,345
264,Carlos Henderson,16429,carlos-henderson,,,WR,88,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,185,185.0,4108
265,Alfred Morris,11347,alfred-morris,,,RB,82,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,270,251.7,1170
266,Younghoe Koo,16910,younghoe-koo,,,K,19,190,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,190.0,4666
267,Javorius Allen,13944,javorius-allen,,,RB,83,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,245,253.0,2430
268,Laquon Treadwell,15495,laquon-treadwell,IND,11,WR,89,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,225,238.0,3155
269,JuJu Smith-Schuster,16427,juju-smith-schuster,NYG,8,WR,90,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,232,238.0,4040
270,Benjamin Watson,9040,benjamin-watson,,,TE,32,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,224,239.5,663
271,C.J. Spiller,9680,cj-spiller,,,RB,84,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,196,196.0,507
272,Zach Miller,9635,zach-miller-chi,,,TE,33,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,295,259.0,
273,DeShone Kizer,16389,deshone-kizer,,,QB,30,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,328,264.0,4026
274,Tampa Bay Buccaneers,8290,,,1,DST,18,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,244.5,
275,Trevor Siemian,14142,trevor-siemian,ATL,5,QB,31,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,274,257.7,2549
276,Travis Benjamin,11214,travis-benjamin,,,WR,91,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,305,264.7,1077
277,Tim Hightower,9596,tim-hightower,,,RB,85,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,267,245.0,83
278,Jerick McKinnon,12209,jerick-mckinnon,,,RB,86,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,281,245.5,2161
279,Las Vegas Raiders,8220,,,,DST,19,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,245.5,
280,Jared Goff,15501,jared-goff,DET,7,QB,32,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,302,256.0,3163
281,Brandon Coleman,12202,brandon-coleman,,,WR,92,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,212,212.0,2196
282,George Kittle,16499,george-kittle,SF,11,TE,34,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,229,248.0,4217
283,Kasen Williams,14078,kasen-williams,,,WR,93,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,213,213.0,2611
284,Aaron Jones Sr.,16673,aaron-jones,MIN,9,RB,87,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,231,248.5,4199
285,Chandler Catanzaro,13606,chandler-catanzaro,,,K,20,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,318,265.5,2242
286,Tyler Boyd,15547,tyler-boyd,,,WR,94,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,236,250.0,3225
287,Donnel Pumphrey,16643,donnel-pumphrey,,,RB,88,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,218,218.0,4178
288,Marquise Goodwin,11599,marquise-goodwin,,,WR,95,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,284,251.5,1346
289,Tennessee Titans,8300,,,8,DST,20,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,251.5,
290,Josh Gordon,11440,josh-gordon,,,WR,96,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,244,251.5,1244
291,Bruce Ellington,12137,bruce-ellington,,,WR,97,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,220,220.0,2255
292,Chester Rogers,16038,chester-rogers,,,WR,98,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,221,221.0,3582
293,Ryan Switzer,16631,ryan-switzer,,,WR,99,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,223,223.0,4162
294,Orleans Darkwa,13774,orleans-darkwa,,,RB,89,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,254,263.7,1819
295,Geronimo Allison,15853,geronimo-allison,,,WR,100,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,230,230.0,3503
296,Jermaine Kearse,11548,jermaine-kearse,,,WR,101,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,283,257.5,1290
297,Gerald Everett,16459,gerald-everett,,,TE,35,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,259,258.5,4089
298,Matt Jones,13947,matt-jones-rb,,,RB,90,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,288,262.0,2400
299,Alex Erickson,15706,alex-erickson,,,WR,102,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,237,237.0,3433
300,Matt Asiata,11498,matt-asiata,,,RB,91,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,238,238.0,936
301,Chris Johnson,9123,chris-johnson,,,RB,92,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,242,242.0,272
302,Josh McCown,9327,josh-mccown,,,QB,33,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,243,243.0,208
303,Phillip Dorsett II,13979,phillip-dorsett,LV,,WR,103,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,294,268.5,2334
304,Nick Folk,9491,nick-folk,ATL,5,K,21,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,246.0,650
305,Jermaine Gresham,9685,jermaine-gresham,,,TE,36,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,246,246.0,530
306,Wayne Gallman Jr.,16422,wayne-gallman,,,RB,93,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,248,248.0,4150
307,Andre Roberts,9696,andre-roberts,,,WR,104,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,250,250.0,627
308,Green Bay Packers,8110,,,8,DST,21,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,252.0,
309,Ryan Mathews,9687,ryan-mathews,,,RB,94,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,252,252.0,571
310,Jeremy Kerley,9986,jeremy-kerley,,,WR,105,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,303,278.0,817
311,Cordarrelle Patterson,11613,cordarrelle-patterson,,,RB,95,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,256,256.0,1535
312,Patrick Mahomes II,16413,patrick-mahomes,KC,10,QB,34,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,265,270.0,4046
313,Tajae Sharpe,15587,tajae-sharpe,,,WR,106,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,258,258.0,3297
314,Jeremy McNichols,16445,jeremy-mcnichols,WAS,5,RB,96,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,258.0,4219
315,Deonte Thompson,11434,deonte-thompson,,,WR,107,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,260,260.0,1061
316,Brandon Tate,9068,brandon-tate,,,WR,108,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,261,261.0,346
317,Braxton Miller,15597,braxton-miller,,,WR,109,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,263,263.0,3203
318,New York Jets,8210,,,11,DST,22,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,265.0,
319,Eli Rogers,14307,eli-rogers,,,WR,110,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,319,292.0,2980
320,Taywan Taylor,16426,taywan-taylor,,,WR,111,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,355,310.5,4125
321,Erik Swoope,12352,erik-swoope,,,TE,37,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,268,268.0,1975
322,Dwayne Washington,15850,dwayne-washington,,,RB,97,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,331,299.5,3391
323,Markus Wheaton,11609,markus-wheaton,,,WR,112,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,269,269.0,1413
324,Vernon Davis,9621,vernon-davis,,,TE,38,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,315,292.0,200
325,Buffalo Bills,8030,,,6,DST,23,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,270.0,
326,Kamar Aiken,11081,kamar-aiken,,,WR,113,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,271,271.0,794
327,Terrance Williams,11627,terrance-williams,,,WR,114,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,292,281.5,1490
328,Daniel Lasco,15889,daniel-lasco,,,RB,98,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,272,272.0,3392
329,Miami Dolphins,8160,,,1,DST,24,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,273.0,
330,Ladarius Green,11221,ladarius-green,,,TE,39,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,273,273.0,1139
331,Aldrick Rosas,16072,aldrick-rosas,,,K,22,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,275,275.0,3827
332,Dallas Cowboys,8080,,,6,DST,25,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,276.0,
333,Dennis Pitta,9705,dennis-pitta,,,TE,40,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,276,276.0,527
334,Cleveland Browns,8070,,,9,DST,26,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,277.0,
335,Chicago Bears,8050,,,9,DST,27,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,278.0,
336,Zane Gonzalez,16548,zane-gonzalez,MIA,1,K,23,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,278,278.0,4233
337,San Francisco 49ers,8270,,,11,DST,28,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,279.0,
338,Phil Dawson,9508,phil-dawson,,,K,24,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,279,279.0,229
339,Washington Commanders,8310,,,5,DST,29,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,280.0,
340,Indianapolis Colts,8130,,,11,DST,30,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,281.0,
341,Detroit Lions,8100,,,7,DST,31,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,282.0,
342,Josh Lambo,14327,josh-lambo,,,K,25,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,282,282.0,2671
343,New Orleans Saints,8190,,,5,DST,32,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,283.0,
344,Tom Savage,12097,tom-savage,,,QB,35,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,285,285.0,1957
345,Nick Novak,9662,nick-novak,,,K,26,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,286,286.0,168
346,Mike Glennon,11685,mike-glennon,,,QB,36,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,287,287.0,1559
347,DeAngelo Williams,9170,deangelo-williams,,,RB,99,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,289,289.0,306
348,Kenjon Barner,11660,kenjon-barner,,,RB,100,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,293,293.0,1546
349,Dontrelle Inman,13105,dontrelle-inman,,,WR,115,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,296,296.0,2291
350,Matt Barkley,11686,matt-barkley,,,QB,37,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,298,298.0,1338
351,Victor Cruz,9790,victor-cruz,,,WR,116,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,299,299.0,719
352,James Starks,9711,james-starks,,,RB,101,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,301,301.0,762
353,Roberto Aguayo,15632,roberto-aguayo,,,K,27,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,304,304.0,3201
354,Michael Floyd,11198,michael-floyd,,,WR,117,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,306,306.0,1219
355,Damien Williams,12334,damien-williams,,,RB,102,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,307,307.0,1833
356,Seth Roberts,13840,seth-roberts,,,WR,118,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,308,308.0,2039
357,Brock Osweiler,11179,brock-osweiler,,,QB,38,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,309,309.0,1126
358,Adam Humphries,14498,adam-humphries,,,WR,119,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,311,311.0,2822
359,Cody Kessler,15644,cody-kessler,,,QB,39,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,312,312.0,3205
360,Paxton Lynch,15493,paxton-lynch,,,QB,40,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,313,313.0,3170
361,Christine Michael,11658,christine-michael,,,RB,103,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,314,314.0,1596
362,Sammie Coates,13911,sammie-coates,,,WR,120,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,316,316.0,2392
363,Ryan Succop,9549,ryan-succop,,,K,28,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,317,317.0,391
364,Cameron Artis-Payne,13942,cameron-artis-payne,,,RB,104,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,320,320.0,2477
365,Kai Forbath,10081,kai-forbath,,,K,29,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,321,321.0,1287
366,Shaun Draughn,11171,shaun-draughn,,,RB,105,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,322,322.0,913
367,Colin Kaepernick,9891,colin-kaepernick,,,QB,41,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,323,323.0,980
368,De'Anthony Thomas,12107,deanthony-thomas,,,WR,121,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,325,325.0,2023
369,Robbie Gould,9534,robbie-gould,,,K,30,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,326,326.0,49
370,Kenneth Dixon,15577,kenneth-dixon,,,RB,106,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,327,327.0,3208
371,Dorial Green-Beckham,13904,dorial-green-beckham,,,WR,122,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,329,329.0,2345
372,Ryan Tannehill,11174,ryan-tannehill,,,QB,42,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,330,330.0,1049
373,Rico Gathers,15808,rico-gathers,,,TE,41,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,332,332.0,3372
374,Derrick Coleman,11995,derrick-coleman,,,RB,107,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,333,333.0,
375,Kyle Brindza,14184,kyle-brindza,,,K,31,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,334,334.0,2649
376,Quincy Enunwa,12298,quincy-enunwa,,,WR,123,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,335,335.0,1854
377,Greg Zuerlein,11345,greg-zuerlein,,,K,32,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,336,336.0,1266
378,Mack Hollins,16489,mack-hollins,NE,9,WR,124,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,337,337.0,4177
379,Seth DeValve,15671,seth-devalve,,,TE,42,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,338,338.0,3296
380,Dion Sims,11691,dion-sims,,,TE,43,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,339,339.0,1357
381,Adam Shaheen,16457,adam-shaheen,,,TE,44,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,340,340.0,4085
382,Andrew Franks,14413,andrew-franks,,,K,33,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,341,341.0,2683
383,Mike Tolbert,9478,mike-tolbert,,,RB,108,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,342,342.0,
384,Elijah McGuire,16454,elijah-mcguire,,,RB,109,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,343,343.0,4263
385,Aaron Hernandez,9682,aaron-hernandez,,,TE,45,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,344,344.0,516
386,Nick Boyle,13963,nick-boyle,,,TE,46,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,345,345.0,2474
387,Corey Clement,16446,corey-clement,,,RB,110,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,346,346.0,4651
388,Rod Smith,14396,rod-smith,,,RB,111,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,347,347.0,
389,Alfred Blue,12282,alfred-blue,,,RB,112,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,348,348.0,1944
390,Benny Cunningham Jr.,11863,benny-cunningham,,,RB,113,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,349,349.0,1564
391,Andre Holmes,11406,andre-holmes,,,WR,125,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,350,350.0,940
392,Jakeem Grant Sr.,15680,jakeem-grant,,,WR,126,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,351,351.0,3342
393,Jake Butt,16456,jake-butt,,,TE,47,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,352,352.0,4151
394,Dwayne Harris,10004,dwayne-harris,,,WR,127,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,353,353.0,902
395,Malcolm Brown,13953,malcolm-brown,,,RB,114,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,354,354.0,2588
396,Matt Moore,9442,matt-moore,,,QB,43,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,356,356.0,233
397,Charone Peake,15689,charone-peake,,,WR,128,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,357,357.0,3396
