value_basis,format,year,archetype_id,player_id,avg_hvorp,avg_hvorp_weighted,build_count,avg_base_total
ktc,hwang,2021,2024_2,3163,59,58,200,2008
ktc,hwang,2021,2024_2,3164,147.4,146.6,200,2008
ktc,hwang,2021,2024_2,3198,152.1,151.7,200,2008
ktc,hwang,2021,2024_2,3202,37.1,36.7,200,2008
ktc,hwang,2021,2024_2,3214,82.5,82,200,2008
ktc,hwang,2021,2024_2,3225,69.7,69.2,200,2008
ktc,hwang,2021,2024_2,3271,51.6,51,200,2008
ktc,hwang,2021,2024_2,3286,20.2,20,200,2008
ktc,hwang,2021,2024_2,3294,130.8,129.5,200,2008
ktc,hwang,2021,2024_2,3321,140.2,139.7,200,2008
ktc,hwang,2021,2024_2,3634,39.6,39.3,200,2008
ktc,hwang,2021,2024_2,3976,0.1,0.1,200,2008
ktc,hwang,2021,2024_2,4018,197.9,197.2,200,2008
ktc,hwang,2021,2024_2,4029,127.5,126.9,200,2008
ktc,hwang,2021,2024_2,4033,53.5,53.1,200,2008
ktc,hwang,2021,2024_2,4034,69.9,69.6,200,2008
ktc,hwang,2021,2024_2,4035,134.2,133.5,200,2008
ktc,hwang,2021,2024_2,4037,100.6,100,200,2008
ktc,hwang,2021,2024_2,4039,215,214.2,200,2008
ktc,hwang,2021,2024_2,4040,9.2,9.1,200,2008
ktc,hwang,2021,2024_2,4046,161.1,159.6,200,2008
ktc,hwang,2021,2024_2,4054,34.4,34.2,200,2008
ktc,hwang,2021,2024_2,4066,40.2,39.7,200,2008
ktc,hwang,2021,2024_2,4068,105.3,104.8,200,2008
ktc,hwang,2021,2024_2,4080,26.8,26.5,200,2008
ktc,hwang,2021,2024_2,4082,0.1,0.1,200,2008
ktc,hwang,2021,2024_2,4089,49.8,49.3,200,2008
ktc,hwang,2021,2024_2,4098,67.6,67.3,200,2008
ktc,hwang,2021,2024_2,4111,52.6,52.2,200,2008
ktc,hwang,2021,2024_2,4137,159.8,159.1,200,2008
ktc,hwang,2021,2024_2,4144,22.6,22.3,200,2008
ktc,hwang,2021,2024_2,4147,29.5,29.1,200,2008
ktc,hwang,2021,2024_2,4149,51.3,50.7,200,2008
ktc,hwang,2021,2024_2,4171,26.9,26.6,200,2008
ktc,hwang,2021,2024_2,4197,19.9,19.7,200,2008
ktc,hwang,2021,2024_2,4198,33,32.6,200,2008
ktc,hwang,2021,2024_2,4199,130.9,130.1,200,2008
ktc,hwang,2021,2024_2,4217,115.7,115.2,200,2008
ktc,hwang,2021,2024_2,4234,3.9,3.7,200,2008
ktc,hwang,2021,2024_2,4274,0,0,200,2008
ktc,hwang,2021,2024_2,4351,53.2,52.7,200,2008
ktc,hwang,2021,2024_2,4381,80.4,80,200,2008
ktc,hwang,2021,2024_2,4454,74.5,74.1,200,2008
ktc,hwang,2021,2024_2,4663,198.8,197.9,200,2008
ktc,hwang,2021,2024_2,4866,65.5,64.9,200,2008
ktc,hwang,2021,2024_2,4881,114.4,113.3,200,2008
ktc,hwang,2021,2024_2,4892,55.6,54.5,200,2008
ktc,hwang,2021,2024_2,4943,45.7,45,200,2008
ktc,hwang,2021,2024_2,4950,77.6,77.1,200,2008
ktc,hwang,2021,2024_2,4951,16.6,16.4,200,2008
ktc,hwang,2021,2024_2,4973,22.2,21.9,200,2008
ktc,hwang,2021,2024_2,4981,24.6,24.4,200,2008
ktc,hwang,2021,2024_2,4983,79.7,79.1,200,2008
ktc,hwang,2021,2024_2,4984,197.6,196.1,200,2008
ktc,hwang,2021,2024_2,4985,68.7,68.4,200,2008
ktc,hwang,2021,2024_2,4988,144.3,143.6,200,2008
ktc,hwang,2021,2024_2,4993,78.4,77.8,200,2008
ktc,hwang,2021,2024_2,4995,6.8,6.6,200,2008
ktc,hwang,2021,2024_2,5000,68.3,67.7,200,2008
ktc,hwang,2021,2024_2,5001,103.1,102.5,200,2008
ktc,hwang,2021,2024_2,5008,21.3,21.1,200,2008
ktc,hwang,2021,2024_2,5010,10.8,10.6,200,2008
ktc,hwang,2021,2024_2,5012,177.9,177.2,200,2008
ktc,hwang,2021,2024_2,5022,89.8,89.3,200,2008
ktc,hwang,2021,2024_2,5026,21.8,21.6,200,2008
ktc,hwang,2021,2024_2,5038,25,24.7,200,2008
ktc,hwang,2021,2024_2,5045,51.3,50.9,200,2008
ktc,hwang,2021,2024_2,5086,37.5,37.2,200,2008
ktc,hwang,2021,2024_2,5113,36.2,35.9,200,2008
ktc,hwang,2021,2024_2,5122,61.5,61.1,200,2008
ktc,hwang,2021,2024_2,5133,67.4,67,200,2008
ktc,hwang,2021,2024_2,5137,0,0,200,2008
ktc,hwang,2021,2024_2,5185,49.4,49.1,200,2008
ktc,hwang,2021,2024_2,5248,0,0,200,2008
ktc,hwang,2021,2024_2,5284,26.6,26.3,200,2008
ktc,hwang,2021,2024_2,5323,3.2,3.1,200,2008
ktc,hwang,2021,2024_2,5347,38,37.6,200,2008
ktc,hwang,2021,2024_2,5374,0,0,200,2008
ktc,hwang,2021,2024_2,5409,0,0,200,2008
ktc,hwang,2021,2024_2,5844,82,81.5,200,2008
ktc,hwang,2021,2024_2,5846,109.8,109.2,200,2008
ktc,hwang,2021,2024_2,5848,87.5,87,200,2008
ktc,hwang,2021,2024_2,5850,109.4,108.6,200,2008
ktc,hwang,2021,2024_2,5854,7.1,7,200,2008
ktc,hwang,2021,2024_2,5857,76.2,75.7,200,2008
ktc,hwang,2021,2024_2,5859,69.9,69.6,200,2008
ktc,hwang,2021,2024_2,5870,60.9,60.1,200,2008
ktc,hwang,2021,2024_2,5872,182.3,181.6,200,2008
ktc,hwang,2021,2024_2,5880,9.9,9.8,200,2008
