league,match_id,minute,elapsed,elapsed_plus
England Premier League,2101,91,90,1
England Premier League,2102,22,22,0
England Premier League,2102,63,63,0
England Premier League,2103,14,14,0
England Premier League,2103,47,47,0
England Premier League,2103,72,72,0
England Premier League,2104,74,74,0
England Premier League,2104,94,90,4
England Premier League,2105,47,47,0
England Premier League,2105,62,62,0
England Premier League,2105,66,66,0
England Premier League,2106,61,61,0
England Premier League,2106,87,87,0
England Premier League,2107,22,22,0
England Premier League,2107,57,57,0
England Premier League,2107,62,62,0
England Premier League,2107,90,90,0
England Premier League,2108,10,10,0
England Premier League,2109,34,34,0
England Premier League,2110,44,44,0
England Premier League,2110,56,56,0
England Premier League,2110,59,59,0
England Premier League,2111,31,31,0
England Premier League,2111,56,56,0
England Premier League,2112,26,26,0
England Premier League,2112,37,37,0
England Premier League,2112,41,41,0
England Premier League,2112,48,48,0
England Premier League,2112,69,69,0
England Premier League,2112,88,88,0
England Premier League,2112,92,90,2
England Premier League,2113,22,22,0
England Premier League,2113,69,69,0
England Premier League,2114,3,3,0
England Premier League,2114,91,90,1
England Premier League,2115,5,5,0
England Premier League,2116,13,13,0
England Premier League,2117,19,19,0
England Premier League,2117,33,33,0
England Premier League,2118,28,28,0
England Premier League,2118,37,37,0
England Premier League,2118,92,90,2
England Premier League,2119,4,4,0
England Premier League,2119,11,11,0
England Premier League,2119,51,51,0
England Premier League,2119,76,76,0
England Premier League,2120,20,20,0
England Premier League,2120,48,48,0
England Premier League,2120,52,52,0
England Premier League,2120,59,59,0
England Premier League,2120,64,64,0
England Premier League,2121,16,16,0
England Premier League,2121,27,27,0
England Premier League,2121,32,32,0
England Premier League,2121,55,55,0
England Premier League,2121,86,86,0
England Premier League,2122,37,37,0
England Premier League,2122,48,48,0
England Premier League,2122,82,82,0
England Premier League,2123,86,86,0
England Premier League,2124,16,16,0
England Premier League,2124,37,37,0
England Premier League,2124,74,74,0
England Premier League,2124,80,80,0
England Premier League,2125,79,79,0
England Premier League,2125,83,83,0
England Premier League,2127,65,65,0
England Premier League,2127,96,90,6
England Premier League,2128,53,53,0
England Premier League,2128,60,60,0
England Premier League,2128,62,62,0
England Premier League,2128,68,68,0
England Premier League,2129,35,35,0
England Premier League,2129,48,45,3
England Premier League,2129,64,64,0
England Premier League,2129,90,90,0
England Premier League,2130,55,55,0
England Premier League,2130,87,87,0
England Premier League,2131,24,24,0
England Premier League,2131,42,42,0
England Premier League,2131,73,73,0
England Premier League,2131,87,87,0
England Premier League,2132,46,45,1
England Premier League,2132,47,47,0
England Premier League,2133,20,20,0
England Premier League,2133,77,77,0
England Premier League,2134,47,45,2
England Premier League,2134,61,61,0
England Premier League,2134,83,83,0
England Premier League,2134,91,90,1
England Premier League,2136,42,42,0
England Premier League,2136,43,43,0
England Premier League,2136,60,60,0
England Premier League,2137,17,17,0
England Premier League,2137,44,44,0
England Premier League,2137,47,47,0
England Premier League,2137,64,64,0
England Premier League,2138,30,30,0
England Premier League,2138,36,36,0
England Premier League,2138,39,39,0
England Premier League,2138,76,76,0
England Premier League,2139,13,13,0
England Premier League,2139,39,39,0
England Premier League,2140,29,29,0
England Premier League,2140,62,62,0
England Premier League,2140,91,90,1
England Premier League,2141,28,28,0
England Premier League,2141,35,35,0
England Premier League,2141,46,45,1
England Premier League,2141,66,66,0
England Premier League,2141,89,89,0
England Premier League,2142,27,27,0
England Premier League,2142,64,64,0
England Premier League,2142,65,65,0
England Premier League,2143,12,12,0
England Premier League,2143,68,68,0
England Premier League,2144,19,19,0
England Premier League,2144,32,32,0
England Premier League,2144,43,43,0
England Premier League,2144,55,55,0
England Premier League,2144,58,58,0
England Premier League,2144,87,87,0
England Premier League,2145,13,13,0
England Premier League,2145,26,26,0
England Premier League,2145,48,45,3
England Premier League,2145,71,71,0
England Premier League,2146,5,5,0
England Premier League,2146,43,43,0
England Premier League,2146,45,45,0
England Premier League,2146,53,53,0
England Premier League,2146,72,72,0
England Premier League,2146,75,75,0
England Premier League,2147,15,15,0
England Premier League,2147,53,53,0
England Premier League,2147,73,73,0
England Premier League,2147,86,86,0
England Premier League,2148,76,76,0
England Premier League,2149,16,16,0
England Premier League,2150,71,71,0
England Premier League,2151,74,74,0
England Premier League,2152,9,9,0
England Premier League,2152,86,86,0
England Premier League,2153,5,5,0
England Premier League,2153,12,12,0
England Premier League,2153,22,22,0
England Premier League,2153,56,56,0
England Premier League,2154,5,5,0
England Premier League,2154,11,11,0
England Premier League,2154,27,27,0
England Premier League,2154,44,44,0
England Premier League,2154,45,45,0
England Premier League,2154,69,69,0
England Premier League,2155,50,50,0
England Premier League,2155,69,69,0
England Premier League,2155,76,76,0
England Premier League,2155,77,77,0
England Premier League,2156,35,35,0
England Premier League,2156,67,67,0
England Premier League,2156,76,76,0
England Premier League,2157,9,9,0
England Premier League,2157,51,51,0
England Premier League,2157,54,54,0
England Premier League,2157,57,57,0
England Premier League,2157,58,58,0
England Premier League,2157,64,64,0
England Premier League,2157,69,69,0
England Premier League,2157,87,87,0
England Premier League,2157,88,88,0
England Premier League,2157,94,90,4
England Premier League,2158,32,32,0
England Premier League,2158,73,73,0
England Premier League,2159,25,25,0
England Premier League,2159,32,32,0
England Premier League,2159,48,48,0
England Premier League,2159,54,54,0
England Premier League,2159,87,87,0
England Premier League,2160,18,18,0
England Premier League,2160,33,33,0
England Premier League,2160,43,43,0
England Premier League,2160,51,51,0
England Premier League,2160,64,64,0
England Premier League,2160,68,68,0
England Premier League,2160,74,74,0
England Premier League,2160,95,90,5
England Premier League,2161,3,3,0
England Premier League,2162,47,45,2
England Premier League,2162,82,82,0
England Premier League,2163,35,35,0
England Premier League,2163,75,75,0
England Premier League,2164,12,12,0
England Premier League,2164,80,80,0
England Premier League,2166,10,10,0
England Premier League,2166,77,77,0
England Premier League,2167,41,41,0
England Premier League,2167,45,45,0
England Premier League,2167,86,86,0
England Premier League,2168,76,76,0
England Premier League,2169,65,65,0
England Premier League,2169,84,84,0
England Premier League,2170,46,45,1
England Premier League,2170,61,61,0
England Premier League,2170,71,71,0
England Premier League,2170,72,72,0
England Premier League,2171,33,33,0
England Premier League,2171,61,61,0
England Premier League,2171,66,66,0
England Premier League,2171,72,72,0
England Premier League,2171,89,89,0
England Premier League,2172,3,3,0
England Premier League,2172,63,63,0
England Premier League,2172,79,79,0
England Premier League,2173,8,8,0
England Premier League,2173,37,37,0
England Premier League,2173,56,56,0
England Premier League,2174,7,7,0
England Premier League,2175,47,47,0
England Premier League,2175,59,59,0
England Premier League,2175,78,78,0
England Premier League,2175,86,86,0
England Premier League,2177,13,13,0
England Premier League,2177,29,29,0
England Premier League,2177,88,88,0
England Premier League,2178,26,26,0
England Premier League,2178,79,79,0
England Premier League,2179,21,21,0
England Premier League,2180,15,15,0
England Premier League,2180,37,37,0
England Premier League,2180,72,72,0
England Premier League,2180,74,74,0
England Premier League,2181,23,23,0
England Premier League,2181,93,90,3
England Premier League,2182,3,3,0
England Premier League,2183,41,41,0
England Premier League,2183,50,50,0
England Premier League,2183,58,58,0
England Premier League,2185,12,12,0
England Premier League,2185,18,18,0
England Premier League,2185,23,23,0
England Premier League,2185,50,45,5
England Premier League,2185,59,59,0
England Premier League,2185,63,63,0
England Premier League,2186,50,50,0
England Premier League,2186,60,60,0
England Premier League,2187,11,11,0
England Premier League,2187,28,28,0
England Premier League,2187,44,44,0
England Premier League,2187,47,45,2
England Premier League,2187,53,53,0
England Premier League,2187,77,77,0
England Premier League,2188,52,52,0
England Premier League,2189,37,37,0
England Premier League,2189,54,54,0
England Premier League,2189,93,90,3
England Premier League,2190,24,24,0
England Premier League,2190,61,61,0
England Premier League,2191,12,12,0
England Premier League,2191,34,34,0
England Premier League,2191,37,37,0
England Premier League,2191,61,61,0
England Premier League,2191,85,85,0
England Premier League,2192,30,30,0
England Premier League,2192,43,43,0
England Premier League,2192,66,66,0
England Premier League,2193,9,9,0
England Premier League,2193,20,20,0
England Premier League,2193,28,28,0
England Premier League,2193,49,49,0
England Premier League,2193,65,65,0
England Premier League,2194,7,7,0
England Premier League,2194,28,28,0
England Premier League,2195,64,64,0
England Premier League,2195,69,69,0
England Premier League,2195,77,77,0
England Premier League,2195,88,88,0
England Premier League,2196,12,12,0
England Premier League,2196,48,48,0
England Premier League,2196,69,69,0
England Premier League,2197,9,9,0
England Premier League,2197,79,79,0
England Premier League,2197,92,90,2
England Premier League,2198,23,23,0
England Premier League,2198,51,51,0
England Premier League,2198,79,79,0
England Premier League,2199,49,45,4
England Premier League,2199,59,59,0
England Premier League,2199,80,80,0
England Premier League,2200,15,15,0
England Premier League,2200,50,50,0
England Premier League,2202,45,45,0
England Premier League,2202,61,61,0
England Premier League,2203,33,33,0
England Premier League,2203,82,82,0
England Premier League,2204,4,4,0
England Premier League,2204,12,12,0
England Premier League,2204,16,16,0
England Premier League,2204,24,24,0
